LICENSE_NO,BUSINESS_NAME,LEGAL_STRUCTURE,LICENSE_TYPE,RECORD_STATUS,EXPIRATION_DATE,EXPIRATION_STATUS,MUNICIPALITY,MANAGER_NAME,DBA,OFF_CATEGORY,ON_CATEGORY,OFF_TYPE,ON_TYPE,LICENSEE_CLASS,TRANSFER_FROM,TRANSFER_METHOD,LIC_HISTORY_BUSINESS_NAME,LICENSE_ISSUE_DATE,SPECIAL_LEGISLATION,CHAPTER,OF_THE_ACT,ST_NO,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,FULL_PREMISE_ADDRESS,BUSINESS_ADDRESS
04642-RS-0200,"Bertucci's Restaurants, LLC",LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Corey Luc Martin,Bertucci's Brick Oven Ristaurante,,All Alcoholic Beverages,,Restaurant,Annual,00047-RS-0200,Bankruptcy,Bertuccis Restaurant Corp,43497.0,No,,,14E,Littleton Road,,Chelmsford,MA,01824,"14E Littleton Road , Chelmsford, MA 01824","14E Littleton Road , Chelmsford, MA 01824"
04773-RS-0200,"Marimena, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,John Gergos,Jimmy's Pizza,,Wines and Malt,,Restaurant,Annual,,,,43545.0,No,,,2,Alpine Lane,,Chelmsford,MA,01824,"2 Alpine Lane , Chelmsford, MA 01824","2 Alpine Lane , Chelmsford, MA 01824"
04926-RS-0200,"Fang Yanagi, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Xia Dong,Yanagi Sushi,,All Alcoholic Beverages,,Restaurant,Annual,00079-RS-0200,,Shi Sushi Inc,43609.0,No,,,83,Parkhurst Road,1,Chelmsford,MA,01824,"83 Parkhurst Road 1, Chelmsford, MA 01824","83 Parkhurst Road , 1, Chelmsford, MA 01824"
89603-PK-0200,C & J ARTEAGA LLC,LLC,Off Premise Retail,Issued,46387.0,Active,CHELMSFORD,CASSANDRA M. ARTEAGA,THE WINE RACK,All Alcoholic Beverages,,Package Store,,Annual,00032-PK-0200,,John G Dasilva And Son Inc,43664.0,No,,,210,Boston Road,Unit 2,Chelmsford,MA,01824,"210 Boston Road Unit 2, Chelmsford, MA 01824","210 Boston Road , Unit 2, Chelmsford, MA 99999"
05105-HT-0200,Rushil Hospitality LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Katey Blake,Element by Westin,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,,,,43684.0,No,,,25,Research Place,,Chelmsford,MA,01863,"25 Research Place , Chelmsford, MA 01863","25 Research Place , Chelmsford, MA 01863"
05165-RS-0200,PAXTON 20 LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,HEATHER SIMPSON,MAX & LEO'S ARTISAN PIZZA,,All Alcoholic Beverages,,Restaurant,Annual,,,,43713.0,No,,,20,Boston Road,,Chelmsford,MA,01824,"20 Boston Road , Chelmsford, MA 01824","20 Boston Road , Chelmsford, MA 01824"
05892-RS-0200,SICHUAN PALACE RESTAURANT LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,YANNI GOU,SICHUAN PALACE RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,00071-RS-0200,,Chuan Ba Wang Restaurant Inc,44245.0,No,,,7,Summer Street,17 And 18,Chelmsford,MA,01824,"7 Summer Street 17 And 18, Chelmsford, MA 01824","7 Summer Street , 17 And 18, Chelmsford, MA 01824"
07083-RS-0200,JALA ENTERPRISES INC.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,SAGAR SHAH,EGG MANIA,,Wines and Malt,,Restaurant,Annual,,,,44827.0,No,,,83,Parkhurst Road,Unit #15,Chelmsford,MA,01824,"83 Parkhurst Road Unit #15, Chelmsford, MA 01824","83 Parkhurst Road , Unit #15, Chelmsford, MA 01824"
90427-PK-0200,KANISSA INC.,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELMSFORD,VISOTH NUON,CHELMSFORD WINE & SPIRITS,All Alcoholic Beverages,,Package Store,,Annual,89868-PK-0200,,VISOTH NUON,44907.0,No,,,133,Princeton Street,,Chelmsford,MA,01863,"133 Princeton Street , Chelmsford, MA 01863","133 Princeton Street , Chelmsford, MA 01863"
07339-RS-0200,Pressed Cafe Chelmsford LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Saumil Patel,Pressed Cafe,,All Alcoholic Beverages,,Restaurant,Annual,,,,44959.0,No,,,330,Billerica Road,,Chelmsford,MA,01824,"330 Billerica Road , Chelmsford, MA 01824","330 Billerica Road , Chelmsford, MA 01824"
90558-PK-0200,Six Brothers Lincoln LLC,LLC,Off Premise Retail,Issued,46387.0,Active,CHELMSFORD,Ravikumar Patel,Lincoln Liquors,All Alcoholic Beverages,,Package Store,,Annual,00030-PK-0200,,MALL LIQUORS INC.,45120.0,No,,,10,Summer Street,,Chelmsford,MA,01824,"10 Summer Street , Chelmsford, MA 01824","10 Summer Street , Chelmsford, MA 01824"
07907-PP-0200,Navigation Brewing Company Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Paul A. Mercier Jr.,Navigation Brewing Company Inc.,,Malt Only,,Farmer Brewery Pouring Permit,Annual,,,,45268.0,No,,,15,Central Square,,Chelmsford,MA,01824,"15 Central Square , Chelmsford, MA 01824","15 Central Square , Chelmsford, MA 01824"
07989-RS-0200,SIMPLY KHMER NOODLE HOUSE LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,SAMBATH EANG LEE,SIMPLY KHMER NOODLE HOUSE,,All Alcoholic Beverages,,Restaurant,Annual,,,,45313.0,No,,,7,Summer Sreet,Unit #30,Chelmsford,MA,01824,"7 Summer Sreet Unit #30, Chelmsford, MA 01824","7 Summer Street , Unit #30, Chelmsford, MA 01824"
08095-RS-0200,Diggys LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Dyanna Spaulding,Brickhouse Center Pub & Pizzeria,,All Alcoholic Beverages,,Restaurant,Annual,00070-RS-0200,,Center Brickhouse Pizza Inc,45371.0,No,,,1,Central Square,,Chelmsford,MA,01824,"1 Central Square , Chelmsford, MA 01824","1 Central Square , Chelmsford, MA 01824"
08261-RS-0200,Ookanobo Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Xu Chen,Nobo Restaurant,,All Alcoholic Beverages,,Restaurant,Annual,00083-RS-0200,,The Yu Restaurant Group Corp,45461.0,No,,,18,Boston Road,Ste 600,Chelmsford,MA,01824,"18 Boston Road Ste 600, Chelmsford, MA 01824","18 Boston Road , Ste 600, Chelmsford, MA 01824"
08286-RS-0200,"Doty's Diner, Inc",Corporation,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Paul T. Doty,Doty's Diner,,Wines and Malt,,Restaurant,Annual,,,,45470.0,No,,,7,Summer Street,Unit 25,Chelmsford,MA,01824,"7 Summer Street Unit 25, Chelmsford, MA 01824","7 Summer Street , Unit 25, Chelmsford, MA 01824"
90818-PK-0200,In & Out Variety Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELMSFORD,Vijaykumar H. Patel,Chelmsford Discount Liquors,All Alcoholic Beverages,,Package Store,,Annual,,,,45483.0,No,,,11,Vinal Square,,Chelmsford,MA,01863,"11 Vinal Square , Chelmsford, MA 01863","11 Vinal Square , Chelmsford, MA 01863"
08480-RS-0200,168 Korean BBQ LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Vimean Pen,Dae Gee Korean BBQ,,All Alcoholic Beverages,,Restaurant,Annual,,,,45572.0,No,,,83,Parkhurst Road,Units 2&3,Chelmsford,MA,01824,"83 Parkhurst Road Units 2&3, Chelmsford, MA 01824","83 Parkhurst Rd , Units 2&3, Chelmsford, MA 01824"
08797-RS-0200,Prime Central LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Ali Zosherafatain,Prime 41,,All Alcoholic Beverages,,Restaurant,Annual,,,,45743.0,No,,,41,Central Square,,Chelmsford,MA,01824,"41 Central Square , Chelmsford, MA 01824","41 Central Square , Chelmsford, MA 01824"
08867-RS-0200,"Chelmsford BBQ Co, LLC",LLC,On Premise Retail,Issued,46387.0,Active,CHELMSFORD,Andrew Husbands,The Smoke Shop BBQ,,All Alcoholic Beverages,,Restaurant,Annual,,,,45778.0,No,,,18,Boston Road,Unit 100,Chelmsford,MA,01824,"18 Boston Road Unit 100, Chelmsford, MA 01824","18 Boston Road , Unit 100, Chelmsford, MA 01824"
00040-RS-0202,New Bridge Cafe Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,John D. Mandracchia,NEW BRIDGE CAFE,,All Alcoholic Beverages,,Restaurant,Annual,,,,27800.0,No,,,650-654,Washington Avenue,,Chelsea,MA,02150,"650-654 Washington Avenue , Chelsea, MA 02150","650-654 Washington Avenue , Chelsea, MA 02150"
00041-CL-0202,Merritt Social And Athletic Association Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Robert Connors,,,All Alcoholic Beverages,,Club,Annual,,,,28031.0,No,,,101,Webster Avenue,,Chelsea,MA,02150,"101 Webster Avenue , Chelsea, MA 02150","101 Webster Avenue , Chelsea, MA 02150"
00034-CL-0202,Chelsea Yacht Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Christopher P. Flahive,,,All Alcoholic Beverages,,Club,Annual,,,,32239.0,Yes,474,1987,1,Broadway,,Chelsea,MA,02150,"1 Broadway , Chelsea, MA 02150","1 Broadway , Chelsea, MA 02150"
00065-RS-0202,Tijuana Mexican Food Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Danne Villanueva,,,All Alcoholic Beverages,,Restaurant,Annual,,,,36039.0,No,,,164,Broadway,,Chelsea,MA,02150,"164 Broadway , Chelsea, MA 02150","164 Broadway , Chelsea, MA 02150"
00001-RS-0202,The New Brown Jug Of Chelsea Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Michael Matrinko,NEW BROWN JUG OF CHELSEA,,All Alcoholic Beverages,,Restaurant,Annual,,,,37153.0,No,,,1014,Revere Beach Parkway,,Chelsea,MA,02150,"1014 Revere Beach Parkway , Chelsea, MA 02150","1014 Revere Beach Parkway , Chelsea, MA 02150"
00011-RS-0202,Tu Casa Corp,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Carlos Alvarado,TU CASA RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,38821.0,No,,,403 405,Broadway,,Chelsea,MA,02150,"403 405 Broadway , Chelsea, MA 02150","403 405 Broadway , Chelsea, MA 02150"
00023-RS-0202,El Xielo Corp.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Juan Giraldo,El Xielo,,All Alcoholic Beverages,,Restaurant,Annual,,,,38883.0,No,,,425,Eastern Avenue,,Chelsea,MA,02150,"425 Eastern Avenue , Chelsea, MA 02150","425 Eastern Avenue , Chelsea, MA 02150"
00013-RS-0202,Fannies Place Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,ALFRED DELLACROCE,CHELSEA WALK,,All Alcoholic Beverages,,Restaurant,Annual,,,,39170.0,No,,,416,Broadway,,Chelsea,MA,02150,"416 Broadway , Chelsea, MA 02150","416 Broadway , Chelsea, MA 02150"
00079-RS-0202,Acapulco Mexican Restaurant Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Luis A Flores,,,All Alcoholic Beverages,,Restaurant,Annual,,,,39332.0,No,,,238,Fifth Street,,Chelsea,MA,02150,"238 Fifth Street , Chelsea, MA 02150","238 Fifth Street , Chelsea, MA 02150"
00085-PK-0202,Saleem Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Mohammad Saleem,MARKET DEL SOL,Wines and Malt,,Package Store,,Annual,,,,39379.0,No,,,60,Addison Street,,Chelsea,MA,02150,"60 Addison Street , Chelsea, MA 02150","60 Addison Street , Chelsea, MA 02150"
00075-PK-0202,Sar Brothers Convenience Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Muhammed Saleem,SHOP AND GO,All Alcoholic Beverages,,Package Store,,Annual,,,,39743.0,No,,,354,Washington Avenue,,Chelsea,MA,02150,"354 Washington Avenue , Chelsea, MA 02150","354 Washington Avenue , Chelsea, MA 02150"
00084-PK-0202,Gunatit Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Jayeshkumar Bhikhabbhai Patel,ONE STOP MARKET,Wines and Malt,,Package Store,,Annual,,,,39854.0,No,,,138,Central Avenue,,Chelsea,MA,02150,"138 Central Avenue , Chelsea, MA 02150","138 Central Avenue , Chelsea, MA 02150"
00022-RS-0202,Manotas Corp,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Juan Manotas,EL CARRIEL,,All Alcoholic Beverages,,Restaurant,Annual,,,,39996.0,No,,,9-11,Williams Street,,Chelsea,MA,02150,"9-11 Williams Street , Chelsea, MA 02150","9-11 Williams Street , Chelsea, MA 02150"
00052-PK-0202,Banwait Liquors Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Balvir Singh,ONE STOP LIQUORS,All Alcoholic Beverages,,Package Store,,Annual,,,,40498.0,No,,,141,Central Avenue,,Chelsea,MA,02150,"141 Central Avenue , Chelsea, MA 02150","141 Central Avenue , Chelsea, MA 02150"
00093-RS-0202,Mi Salvador And Mexicano Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Vladimir Chino Aquino,MI SALVADOR AND MEXICANO RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,40966.0,No,,,220-222,Broadway,,Chelsea,MA,02150,"220-222 Broadway , Chelsea, MA 02150","220-222 Broadway , Chelsea, MA 02150"
00076-PK-0202,K B Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Ashish B Patel,YOGIS VARIETY,Wines and Malt,,Convenience Store,,Annual,,,,40977.0,No,,,698,Broadway,,Chelsea,MA,02150,"698 Broadway , Chelsea, MA 02150","698 Broadway , Chelsea, MA 02150"
00051-PK-0202,Absolut Liquors Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Thuhang Nguyen,CASELLAS LIQUOR MART,All Alcoholic Beverages,,Package Store,,Annual,,,,41700.0,No,,,900,Broadway,,Chelsea,MA,02150,"900 Broadway , Chelsea, MA 02150","900 Broadway , Chelsea, MA 02150"
00096-HT-0202,Colwen Management Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Catherine Cucchiello,Homewood Suites by Hilton Chelsea,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,,,,41738.0,No,,,145,Beech Street,,Chelsea,MA,02150,"145 Beech Street , Chelsea, MA 02150","145 Beech Street , Chelsea, MA 02150"
00055-PK-0202,Pramukham Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Vishal Arvind Patel,Bridge Liquors.,All Alcoholic Beverages,,Package Store,,Annual,,,,41981.0,No,,,79,Williams Street,,Chelsea,MA,02150,"79 Williams Street , Chelsea, MA 02150","79 Williams Street , Chelsea, MA 02150"
00077-PK-0202,Canadian Liquors Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Surinder Saini,LIQUOR POINT,All Alcoholic Beverages,,Package Store,,Annual,,,,42003.0,No,,,469,Eastern Avenue,,Chelsea,MA,02150,"469 Eastern Avenue , Chelsea, MA 02150","469 Eastern Avenue , Chelsea, MA 02150"
00086-RS-0202,Pepper Dining Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,"Richard Campbell, Sr.",Chili's Grill and Bar,,All Alcoholic Beverages,,Restaurant,Annual,,,,42264.0,No,,,1040,Revere Beach Parkway,,Chelsea,MA,02150,"1040 Revere Beach Parkway , Chelsea, MA 02150","1040 Revere Beach Parkway , Chelsea, MA 02150"
00004-CL-0202,Polish Political Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Robert Kwiatkowski,POLISH POLITICAL CLUB,,All Alcoholic Beverages,,Club,Annual,,,,42370.0,No,,,58,Broadway Street,,Chelsea,MA,02150,"58 Broadway Street , Chelsea, MA 02150","58 Broadway Street , Chelsea, MA 02150"
00006-RS-0202,Moag Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Efrain I Molina,CURLY'S RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,42370.0,No,,,150,Broadway,,Chelsea,MA,01610,"150 Broadway , Chelsea, MA 01610","150 Broadway , Chelsea, MA 01610"
00080-RS-0202,Casa Mariachi Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Elcide Perez,,,All Alcoholic Beverages,,Restaurant,Annual,,,,42368.0,No,,,49,Everett Avenue,,Chelsea,MA,02150,"49 Everett Avenue , Chelsea, MA 02150","49 Everett Avenue , Chelsea, MA 02150"
00100-RS-0202,Shadow Hospitality LLC,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Michael Sheridan,CHELSEA STATION,,All Alcoholic Beverages,,Restaurant,Annual,,,,42403.0,No,,,105,Everett Avenue,,Chelsea,MA,02150,"105 Everett Avenue , Chelsea, MA 02150","105 Everett Avenue , Chelsea, MA 02150"
00008-RS-0202,Cuzcatlan Restaurant Corp,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Jose Galdamez,RODEO BAR AND GRILL,,All Alcoholic Beverages,,Restaurant,Annual,,,,42420.0,No,,,142,Braodway,,Chelsea,MA,02150,"142 Braodway , Chelsea, MA 02150","142 Braodway , Chelsea, MA 02150"
00094-HT-0202,Colwen Management Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Chavonne Johniken,RESIDENCE INN BY MARRIOTT CHELSEA BOSTON,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,,,,42425.0,No,,,200,Maple Street,,Chelsea,MA,02150,"200 Maple Street , Chelsea, MA 02150","200 Maple Street , Chelsea, MA 02150"
00101-RS-0202,Molinas Butcher Shop Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Efrain Molina,RINCON HONDURENO,,All Alcoholic Beverages,,Restaurant,Annual,,,,42425.0,No,,,194,Broadway,,Chelsea,MA,02150,"194 Broadway , Chelsea, MA 02150","194 Broadway , Chelsea, MA 02150"
00012-RS-0202,Wings El Corral Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Anh Luu,Saigon Hut 2,,All Alcoholic Beverages,,Restaurant,Annual,,,,42437.0,No,,,408,Broadway,,Chelsea,MA,02150,"408 Broadway , Chelsea, MA 02150","408 Broadway , Chelsea, MA 02150"
00102-RS-0202,Ciaol Pizza And Pasta LLC,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Edson Coimbra,CLAOL PIZZA AND PASTA,,Wines and Malt,,Restaurant,Annual,,,,42467.0,No,,,59,Williams Street,,Chelsea,MA,02150,"59 Williams Street , Chelsea, MA 02150","59 Williams Street , Chelsea, MA 02150"
00103-RS-0202,El Santaneco Restaurant Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Orlando Flores,,,All Alcoholic Beverages,,Restaurant,Annual,,,,42486.0,No,,,20-24,Fifth Street,,Chelsea,MA,02150,"20-24 Fifth Street , Chelsea, MA 02150","20-24 Fifth Street , Chelsea, MA 02150"
00087-RS-0202,Moe Brothers LLC,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Nelson Molina,Nocturno,,All Alcoholic Beverages,,Restaurant,Annual,,,,42578.0,No,,,158,Broadway,,Chelsea,MA,02150,"158 Broadway , Chelsea, MA 02150","158 Broadway , Chelsea, MA 02150"
02808-RS-0202,AGUILAR CORPORATION,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Jessy Emelina Lemus,BAR LA CUEVA,,All Alcoholic Beverages,,Restaurant,Annual,,,,42668.0,No,,,802,Broadway,,Chelsea,MA,02150,"802 Broadway , Chelsea, MA 02150","802 Broadway , Chelsea, MA 02150"
03223-RS-0202,Pineda Restaurant Corporation,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Walter Guzman,Rincon Latinos Restaurant,,All Alcoholic Beverages,,Restaurant,Annual,,,,42832.0,No,,,373,Washington Ave,,Chelsea,MA,02150,"373 Washington Ave , Chelsea, MA 02150","373 Washington Ave , Chelsea, MA 02150"
03260-HT-0202,"Colwen Managerment, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Hailey Nicole Guzman,Holiday Inn Chelsea,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,,,,42845.0,No,,,1012,Broadway,,Chelsea,MA,02150,"1012 Broadway , Chelsea, MA 02150","1012 Broadway , Chelsea, MA 02150"
03294-RS-0202,Torres Angulo LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELSEA,Jose Torres,Los Agaves,,All Alcoholic Beverages,,Restaurant,Annual,,,,42857.0,No,,,950,Broadway,C3,Chelsea,MA,02150,"950 Broadway C3, Chelsea, MA 02150","950 Broadway , C3, Chelsea, MA 02150"
03980-RS-0202,Mariachi Foods Inc,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Joseph M. Carreiro,El Potro Mexican Bar and Grill,,All Alcoholic Beverages,,Restaurant,Annual,00091-RS-0202,Purchase,Chelsea Dockside Inc,43188.0,No,,,170,Everett Street,,Chelsea,MA,02150,"170 Everett Street , Chelsea, MA 02150","170 Everett Street , Chelsea, MA 02150"
89288-PK-0202,"180 Broadway Liquor, Inc.",Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Bijal Patel,Chelsea Liquor Mart,All Alcoholic Beverages,,Package Store,,Annual,00048-PK-0202,Purchase,Lucky Minga Inc,43187.0,No,,,180-184,Broadway,,Chelsea,MA,02150,"180-184 Broadway , Chelsea, MA 02150","180-184 Broadway , Chelsea, MA 02150"
04248-CL-0202,"Tibetan Association of Boston, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Tenzin Losal,,,All Alcoholic Beverages,,Club,Annual,,,,43300.0,No,,,46,Clinton Street,,Chelsea,MA,02150,"46 Clinton Street , Chelsea, MA 02150","46 Clinton Street , Chelsea, MA 02150"
04435-RS-0202,Oakwood Tavern LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELSEA,Taylor Choquet,Tambo 22,,All Alcoholic Beverages,,Restaurant,Annual,,,,43392.0,No,,,22,Adams Street,,Chelsea,MA,01250,"22 Adams Street , Chelsea, MA 01250","22 Adams Street , Chelsea, MA 01250"
04573-RS-0202,Lama Entertainment LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELSEA,Erica Bibiana Herrera Muneton,Populus Tapas & Bar,,All Alcoholic Beverages,,Restaurant,Annual,00028-RS-0202,Purchase,Zavala Corp,43468.0,No,,,11,Everett Avenue,,Chelsea,MA,02150,"11 Everett Avenue , Chelsea, MA 02150","11 Everett Avenue , Chelsea, MA 02150"
04976-RS-0202,La Esquina Mariachi Restaurant Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Elcide Perez,,,All Alcoholic Beverages,,Restaurant,Annual,03051-RS-0202,,Los Recuerdos Inc,43633.0,No,,,170,Washington Avenue,,Chelsea,MA,02150,"170 Washington Avenue , Chelsea, MA 02150","170 Washington Avenue , Chelsea, MA 02150"
05651-HT-0202,Sonoran Boston Logan LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELSEA,Kristen Kelley Hartz,Double Tree by Hilton,,All Alcoholic Beverages,,Hotel/Innkeeper,Annual,00068-HT-0202,,Maple Hotel Co,44025.0,No,,,201,Everett Avenue,,Chelsea,MA,02150,"201 Everett Avenue , Chelsea, MA 02150","201 Everett Avenue , Chelsea, MA 02150"
89817-PK-0202,Palmer Food & Fuel LLC,LLC,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Ayaz Akhtar,EZMart,Wines and Malt,,Package Store,,Annual,00046-PK-0202,,Sar Brothers Convenience,44027.0,No,,,177,Washington Avenue,,Chelsea,MA,02150,"177 Washington Avenue , Chelsea, MA 02150","177 Washington Avenue , Chelsea, MA 02150"
05676-GP-0202,Emiliana Fiesta LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELSEA,VLADIMIR CHINO AQUINO,,,All Alcoholic Beverages,,General On-Premises,Annual,,,,44049.0,No,,,35,Fourth Street,,Chelsea,MA,02150,"35 Fourth Street , Chelsea, MA 02150","35 Fourth Street , Chelsea, MA 02150"
05705-RS-0202,May Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,CHELSEA,Dezi Zheng,Mandarin Buffet,,All Alcoholic Beverages,,Restaurant,Annual,00090-RS-0202,,Mandarin Buffet Inc,44071.0,No,,,1100,Revere Beach Parkway,,Chelsea,MA,02150,"1100 Revere Beach Parkway , Chelsea, MA 02150","1100 Revere Beach Parkway , Chelsea, MA 02150"
05715-RS-0202,ROSA PINEDA FAMILY RESTAURANT LLC,LLC,On Premise Retail,Issued,46387.0,Active,CHELSEA,ERIKA JAZMIN PINEDA,SABOR CENTRO AMERICANO,,Wines and Malt,,Restaurant,Annual,,,,44083.0,No,,,40-48,Central Avenue,,Chelsea,MA,02150,"40-48 Central Avenue , Chelsea, MA 02150","40-48 Central Avenue , Chelsea, MA 02150"
90018-PK-0202,Unity Beverages Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,CHELSEA,Ike P. Asoguh,Heller's Liquors,All Alcoholic Beverages,,Package Store,,Annual,88845-PK-0202,,Chelsea Liquor Inc,44323.0,No,,,429,Broadway,,Chelsea,MA,02150,"429 Broadway , Chelsea, MA 02150","429 Broadway , Chelsea, MA 02150"
